time,node,valid,tracked,px,py,pz,qx,qy,qz,qw,trigger,axisX,axisY
3378.869,LeftHand,True,True,0.1694946,-0.391733,-0.2802327,-0.3028965,0.1756949,-0.3520695,0.8680047,0,0,0
3378.869,RightHand,True,True,0.5730035,-0.3553483,-0.1221061,-0.3595009,-0.3354844,0.2921976,0.8202621,0,0,0
3379.072,Head,True,True,0.2743062,0.04594648,-0.4318216,-0.2264023,-0.1848282,-0.03566195,0.9556719,0,0,0
3379.072,LeftHand,True,True,0.1694946,-0.391733,-0.2802327,-0.3028965,0.1756949,-0.3520695,0.8680047,0,0,0
3379.072,RightHand,True,True,0.5730035,-0.3553483,-0.1221061,-0.359501,-0.3354844,0.2921976,0.8202621,0,0,0
3379.272,Head,True,True,0.2749321,0.04694033,-0.4326046,-0.2292605,-0.1841271,-0.03713173,0.9550697,0,0,0
3379.272,LeftHand,True,True,0.1694946,-0.391733,-0.2802327,-0.3028965,0.1756948,-0.3520695,0.8680047,0,0,0
3379.272,RightHand,True,True,0.5730035,-0.3553483,-0.1221061,-0.359501,-0.3354844,0.2921976,0.820262,0,0,0
3379.477,Head,True,True,0.275448,0.04747379,-0.4334539,-0.230097,-0.1828385,-0.03747145,0.9551028,0,0,0
3379.477,LeftHand,True,True,0.1694946,-0.391733,-0.2802327,-0.3028965,0.1756948,-0.3520695,0.8680047,0,0,0
3379.477,RightHand,True,True,0.5730035,-0.3553483,-0.1221061,-0.359501,-0.3354844,0.2921976,0.820262,0,0,0
3379.686,Head,True,True,0.2756063,0.04819858,-0.4338544,-0.2313842,-0.1826938,-0.03739255,0.9548226,0,0,0
3379.686,LeftHand,True,True,0.1694946,-0.391733,-0.2802327,-0.3028965,0.1756949,-0.3520695,0.8680047,0,0,0
3379.686,RightHand,True,True,0.5730035,-0.3553483,-0.1221061,-0.359501,-0.3354844,0.2921976,0.8202621,0,0,0
3379.896,Head,True,True,0.2757243,0.04840159,-0.4341018,-0.2324521,-0.182302,-0.03845022,0.954596,0,0,0
3379.896,LeftHand,True,True,0.1694946,-0.391733,-0.2802327,-0.3028965,0.1756949,-0.3520695,0.8680047,0,0,0
3379.896,RightHand,True,True,0.5730035,-0.3553483,-0.1221061,-0.3595009,-0.3354844,0.2921976,0.8202621,0,0,0
3380.134,Head,True,True,0.2751216,0.04866183,-0.434523,-0.2332625,-0.1821413,-0.03782777,0.9544539,0,0,0
3380.134,LeftHand,True,True,0.1694946,-0.391733,-0.2802327,-0.3028965,0.1756949,-0.3520695,0.8680047,0,0,0
3380.134,RightHand,True,True,0.5730035,-0.3553483,-0.1221061,-0.359501,-0.3354844,0.2921976,0.8202621,0,0,0
3380.345,Head,True,True,0.2738902,0.04927838,-0.4358199,-0.2348075,-0.183931,-0.03657601,0.9537804,0,0,0
3380.345,LeftHand,True,True,0.1694946,-0.391733,-0.2802327,-0.3028965,0.1756948,-0.3520695,0.8680047,0,0,0
3380.345,RightHand,True,True,0.5730035,-0.3553483,-0.1221061,-0.359501,-0.3354844,0.2921976,0.820262,0,0,0
3380.552,Head,True,True,0.2746435,0.04939353,-0.4361065,-0.2358267,-0.1827836,-0.03646965,0.9537536,0,0,0
3380.552,LeftHand,True,True,0.1694946,-0.391733,-0.2802327,-0.3028965,0.1756948,-0.3520695,0.8680047,0,0,0
3380.552,RightHand,True,True,0.5730035,-0.3553483,-0.1221061,-0.359501,-0.3354844,0.2921976,0.820262,0,0,0
3380.754,Head,True,True,0.2761351,0.04889536,-0.4359039,-0.2350967,-0.1821158,-0.03867369,0.9539747,0,0,0
3380.754,LeftHand,True,True,0.1694946,-0.391733,-0.2802327,-0.3028965,0.1756948,-0.3520695,0.8680047,0,0,0
3380.754,RightHand,True,True,0.5730035,-0.3553483,-0.1221061,-0.359501,-0.3354844,0.2921976,0.820262,0,0,0
3380.967,Head,True,True,0.2761645,0.04837501,-0.4358761,-0.2350537,-0.1823216,-0.0383626,0.9539586,0,0,0
3380.967,LeftHand,True,True,0.1694946,-0.391733,-0.2802327,-0.3028964,0.1756949,-0.3520696,0.8680047,0,0,0
3380.967,RightHand,True,True,0.5730035,-0.3553483,-0.1221061,-0.3595009,-0.3354843,0.2921976,0.8202621,0,0,0
3381.175,Head,True,True,0.2759921,0.04816413,-0.4358502,-0.234371,-0.1826855,-0.03870443,0.9540431,0,0,0
3381.175,LeftHand,True,True,0.1694946,-0.391733,-0.2802327,-0.3028965,0.1756949,-0.3520696,0.8680047,0,0,0
3381.175,RightHand,True,True,0.5730035,-0.3553483,-0.1221061,-0.3595009,-0.3354843,0.2921976,0.8202621,0,0,0
3381.378,Head,True,True,0.275438,0.04798353,-0.4360696,-0.2343104,-0.184251,-0.03850181,0.9537651,0,0,0
3381.378,LeftHand,True,True,0.1694946,-0.391733,-0.2802327,-0.3028965,0.1756948,-0.3520695,0.8680047,0,0,0
3381.378,RightHand,True,True,0.5730035,-0.3553483,-0.1221061,-0.359501,-0.3354844,0.2921976,0.820262,0,0,0
3381.582,Head,True,True,0.2753856,0.04793584,-0.4361487,-0.2344804,-0.1850855,-0.03877317,0.9535508,0,0,0
3381.582,LeftHand,True,True,0.1694946,-0.391733,-0.2802327,-0.3028965,0.1756949,-0.3520696,0.8680047,0,0,0
3381.582,RightHand,True,True,0.5730035,-0.3553483,-0.1221061,-0.3595009,-0.3354843,0.2921976,0.8202621,0,0,0
3381.793,Head,True,True,0.2753877,0.04698646,-0.4356323,-0.2308123,-0.1854377,-0.03770869,0.9544196,0,0,0
3381.793,LeftHand,True,True,0.1694946,-0.391733,-0.2802327,-0.3028965,0.1756949,-0.3520696,0.8680047,0,0,0
3381.793,RightHand,True,True,0.5730035,-0.3553483,-0.1221061,-0.3595009,-0.3354843,0.2921976,0.8202621,0,0,0
3382.009,Head,True,True,0.2764657,0.04726148,-0.4367943,-0.231901,-0.1857058,-0.03905483,0.9540493,0,0,0
3382.009,LeftHand,True,True,0.1694946,-0.391733,-0.2802327,-0.3028965,0.1756948,-0.3520695,0.8680047,0,0,0
3382.009,RightHand,True,True,0.5730035,-0.3553483,-0.1221061,-0.359501,-0.3354844,0.2921976,0.820262,0,0,0
3382.212,Head,True,True,0.2758275,0.04729116,-0.4364583,-0.2317365,-0.1860992,-0.03814314,0.9540495,0,0,0
3382.212,LeftHand,True,True,0.1694946,-0.391733,-0.2802327,-0.3028965,0.1756949,-0.3520695,0.8680047,0,0,0
3382.212,RightHand,True,True,0.5730035,-0.3553483,-0.1221061,-0.359501,-0.3354844,0.2921976,0.8202621,0,0,0
3382.429,Head,True,True,0.2760069,0.04676843,-0.4358754,-0.2299495,-0.1852797,-0.03855542,0.9546247,0,0,0
3382.429,LeftHand,True,True,0.1694946,-0.391733,-0.2802327,-0.3028965,0.1756948,-0.3520695,0.8680047,0,0,0
3382.429,RightHand,True,True,0.5730035,-0.3553483,-0.1221061,-0.359501,-0.3354844,0.2921976,0.820262,0,0,0
3382.631,Head,True,True,0.2761417,0.04611027,-0.435056,-0.2279477,-0.1850411,-0.03868517,0.9551457,0,0,0
